title,genre,director,country,year
Рано утром,мелодрама,Татьяна Лиознова," ,СССР",1965
Профессор Зазуль,фантастика,"Марек Новицкий, ,Ежи Ставицкий"," ,Польша",1965
Рабочий посёлок,мелодрама,Владимир Венгеров," ,СССР",1965
Проверено — мин нет,Военный фильм,"Юрий Лысенко,, ,Здравко Велимирович"," ,СССР, ,Югославия",1965
Пьер — сотрудник милиции,лирическая комедия,Давид Рондели," ,СССР",1965
"Рукопись, найденная в Сарагосе","драматический фильм,[1],экранизация литературного произведения,[d]",Войцех Ежи Хас," ,Польша",1965
Пущик едет в Прагу,"детский фильм,комедия,приключенческий фильм",Лев Голуб," ,СССР,, , ,Чехословакия",1965
Путешествие на доисторическую планету,фантастика,"Павел Клушанцев, (автор оригинального фильма, в титрах не указан),Кёртис Харрингтон"," ,США",1965
Пять могил для медиума,фильм ужасов,Массимо Пупилло," ,США, ,Италия",1965
Приключения Вернера Хольта,"драма,военный",Йоахим Кунерт," ,ГДР",1965
Прекрасный утёнок,"романтическая мелодрама, «здоровый реализм»",Ли Син," ,Китайская Республика",1965
Полёт Феникса,"драма,приключения",Роберт Олдрич," ,США","1965,15 декабря, ,1965,[1]"
Праздники любви,комедия,Рене Клер," ,Франция, ,Румыния",1965
Похождения зубного врача,комедия,Элем Климов," ,СССР",1965
Пощекочи меня,"вестерн,, ,комедия,Саундтрек",Норман Таурог," ,США","1965,июнь 1965"
Погоня,"драма, экранизация","Валерий Исаков,,, ,Радомир Василевский"," ,СССР",1965
Последний месяц осени,драма,Вадим Дербенёв," ,СССР",1965
Потом наступит тишина,драма,Януш Моргенштерн," ,Польша",1965
Предупреждение,фантастика,Герд Освальд," ,США",1965
Перекличка,драма,Даниил Храбровицкий," ,СССР",1965
Пиковая дама,"драма, экранизация",Леонард Кейгель," ,Франция",1965
